date,open_time,open,high,low,close,volume,close_time
2024-07-14 04:00:00,1720900800000,58624.38000000,59850.00000000,58288.19000000,59204.02000000,4584.84139000,1720915199999
2024-07-14 08:00:00,1720915200000,59204.01000000,59838.00000000,59194.01000000,59466.15000000,3229.45400000,1720929599999
2024-07-14 12:00:00,1720929600000,59466.16000000,60324.61000000,59418.68000000,60062.01000000,4786.53502000,1720943999999
2024-07-14 16:00:00,1720944000000,60062.01000000,60400.00000000,59904.00000000,60099.10000000,2939.88470000,1720958399999
2024-07-14 20:00:00,1720958400000,60099.10000000,60236.13000000,59466.67000000,60084.00000000,3186.29928000,1720972799999
2024-07-15 00:00:00,1720972800000,60084.00000000,60184.99000000,59894.16000000,59915.99000000,1320.94796000,1720987199999
2024-07-15 04:00:00,1720987200000,59916.00000000,61420.69000000,59880.00000000,60797.91000000,5715.21811000,1721001599999
2024-07-15 08:00:00,1721001600000,60797.91000000,62796.01000000,60632.30000000,62647.87000000,8302.39428000,1721015999999
2024-07-15 12:00:00,1721016000000,62647.87000000,63084.00000000,62433.01000000,62840.12000000,4843.17921000,1721030399999
2024-07-15 16:00:00,1721030400000,62840.12000000,63243.71000000,62290.00000000,62454.00000000,4225.17162000,1721044799999
2024-07-15 20:00:00,1721044800000,62454.00000000,63328.00000000,62444.67000000,63026.00000000,6566.03185000,1721059199999
2024-07-16 00:00:00,1721059200000,63026.01000000,63820.15000000,62852.00000000,63342.00000000,8649.43196000,1721073599999
2024-07-16 04:00:00,1721073600000,63342.00000000,64900.00000000,63251.65000000,64724.14000000,6104.76928000,1721087999999
2024-07-16 08:00:00,1721088000000,64724.06000000,64955.49000000,64436.20000000,64752.14000000,4459.14074000,1721102399999
2024-07-16 12:00:00,1721102400000,64752.14000000,64993.95000000,62721.79000000,62895.01000000,9913.30874000,1721116799999
2024-07-16 16:00:00,1721116800000,62895.01000000,63872.20000000,62373.24000000,63746.11000000,6280.01898000,1721131199999
2024-07-16 20:00:00,1721131200000,63746.11000000,64960.86000000,63063.83000000,64878.24000000,8930.81380000,1721145599999
2024-07-17 00:00:00,1721145600000,64878.24000000,65200.00000000,64111.56000000,65165.43000000,7931.24617000,1721159999999
2024-07-17 04:00:00,1721160000000,65165.42000000,65388.97000000,64115.00000000,65043.99000000,5016.00072000,1721174399999
2024-07-17 08:00:00,1721174400000,65044.00000000,66128.63000000,64932.31000000,65701.66000000,5877.77737000,1721188799999
2024-07-17 12:00:00,1721188800000,65701.66000000,65993.14000000,65198.62000000,65258.00000000,4387.02514000,1721203199999
2024-07-17 16:00:00,1721203200000,65258.01000000,65500.00000000,64560.00000000,64723.73000000,4608.68913000,1721217599999
2024-07-17 20:00:00,1721217600000,64723.73000000,65400.00000000,64537.41000000,64724.01000000,6216.23738000,1721231999999
2024-07-18 00:00:00,1721232000000,64724.01000000,64766.99000000,63854.00000000,64585.78000000,5893.07209000,1721246399999
2024-07-18 04:00:00,1721246400000,64585.78000000,64672.89000000,64058.00000000,64087.99000000,2584.72843000,1721260799999
2024-07-18 08:00:00,1721260800000,64087.99000000,65133.30000000,63910.00000000,64865.08000000,4071.27925000,1721275199999
2024-07-18 12:00:00,1721275200000,64865.09000000,65061.50000000,64402.35000000,64668.00000000,2950.56928000,1721289599999
2024-07-18 16:00:00,1721289600000,64668.00000000,64950.00000000,64441.94000000,64758.00000000,2394.45662000,1721303999999
2024-07-18 20:00:00,1721304000000,64758.00000000,65111.29000000,63400.00000000,63538.12000000,6967.85898000,1721318399999
2024-07-19 00:00:00,1721318400000,63538.12000000,63958.51000000,63238.48000000,63555.00000000,4155.67605000,1721332799999
2024-07-19 04:00:00,1721332800000,63555.00000000,64122.43000000,63438.21000000,63987.92000000,2028.88232000,1721347199999
2024-07-19 08:00:00,1721347200000,63987.92000000,64368.62000000,63300.67000000,64325.00000000,3161.96417000,1721361599999
2024-07-19 12:00:00,1721361600000,64324.99000000,64486.00000000,63600.00000000,63694.01000000,4022.16332000,1721375999999
2024-07-19 16:00:00,1721376000000,63694.01000000,64182.77000000,63409.01000000,64116.00000000,3490.01318000,1721390399999
2024-07-19 20:00:00,1721390400000,64115.99000000,65888.00000000,64005.57000000,65836.77000000,10348.62908000,1721404799999
2024-07-20 00:00:00,1721404800000,65836.76000000,67386.00000000,65827.62000000,67157.26000000,11099.18996000,1721419199999
2024-07-20 04:00:00,1721419200000,67157.25000000,67352.44000000,66616.19000000,66660.00000000,3512.76768000,1721433599999
2024-07-20 08:00:00,1721433600000,66660.01000000,66822.22000000,66222.46000000,66602.01000000,2794.00790000,1721447999999
2024-07-20 12:00:00,1721448000000,66602.00000000,66775.11000000,66436.00000000,66562.28000000,1871.55513000,1721462399999
2024-07-20 16:00:00,1721462400000,66562.27000000,66733.09000000,66458.83000000,66483.69000000,1353.55240000,1721476799999
2024-07-20 20:00:00,1721476800000,66483.69000000,66832.00000000,66273.62000000,66825.00000000,1565.74689000,1721491199999
2024-07-21 00:00:00,1721491200000,66824.99000000,67598.00000000,66679.01000000,67224.00000000,4139.41482000,1721505599999
2024-07-21 04:00:00,1721505600000,67224.00000000,67430.01000000,66790.90000000,67139.96000000,2662.64720000,1721519999999
2024-07-21 08:00:00,1721520000000,67139.97000000,67436.22000000,66962.00000000,67171.33000000,1473.02827000,1721534399999
2024-07-21 12:00:00,1721534400000,67171.33000000,67220.52000000,66592.10000000,66701.99000000,1958.03031000,1721548799999
2024-07-21 16:00:00,1721548800000,66702.00000000,67062.77000000,66680.00000000,66879.99000000,1335.82107000,1721563199999
2024-07-21 20:00:00,1721563200000,66879.99000000,67499.99000000,66616.00000000,67164.00000000,2766.07202000,1721577599999
2024-07-22 00:00:00,1721577600000,67164.00000000,67713.00000000,65777.00000000,67422.02000000,9311.54907000,1721591999999
2024-07-22 04:00:00,1721592000000,67422.03000000,68366.66000000,67274.69000000,68165.34000000,4974.61117000,1721606399999
2024-07-22 08:00:00,1721606400000,68165.35000000,68474.55000000,67753.72000000,67880.01000000,2930.46409000,1721620799999
2024-07-22 12:00:00,1721620800000,67880.01000000,67996.01000000,67122.22000000,67236.00000000,2950.64733000,1721635199999
2024-07-22 16:00:00,1721635200000,67236.01000000,67599.00000000,66944.10000000,67516.01000000,2471.17079000,1721649599999
2024-07-22 20:00:00,1721649600000,67516.01000000,67952.39000000,66559.97000000,67063.87000000,5487.87343000,1721663999999
2024-07-23 00:00:00,1721664000000,67063.87000000,68250.00000000,66798.36000000,68232.07000000,3909.83010000,1721678399999
2024-07-23 04:00:00,1721678400000,68232.08000000,68256.00000000,67224.11000000,67532.01000000,3701.05729000,1721692799999
2024-07-23 08:00:00,1721692800000,67532.00000000,67750.98000000,67183.98000000,67473.99000000,2359.78706000,1721707199999
2024-07-23 12:00:00,1721707200000,67473.98000000,67526.01000000,66256.39000000,66576.00000000,5421.15607000,1721721599999
2024-07-23 16:00:00,1721721600000,66576.00000000,67166.01000000,66454.00000000,66676.01000000,4791.70581000,1721735999999
2024-07-23 20:00:00,1721736000000,66676.00000000,67349.03000000,65962.00000000,66584.01000000,8657.61770000,1721750399999
2024-07-24 00:00:00,1721750400000,66584.01000000,66780.01000000,65441.08000000,65536.01000000,6601.90145000,1721764799999
2024-07-24 04:00:00,1721764800000,65536.00000000,66054.00000000,65472.54000000,65936.01000000,3573.98507000,1721779199999
2024-07-24 08:00:00,1721779200000,65936.00000000,66146.01000000,65476.84000000,66052.71000000,2432.59154000,1721793599999
2024-07-24 12:00:00,1721793600000,66052.71000000,66080.01000000,65610.00000000,66078.00000000,2427.93275000,1721807999999
2024-07-24 16:00:00,1721808000000,66078.00000000,66600.00000000,66008.00000000,66367.99000000,3288.02602000,1721822399999
2024-07-24 20:00:00,1721822400000,66368.00000000,67102.01000000,66093.99000000,66176.00000000,5901.95291000,1721836799999
2024-07-25 00:00:00,1721836800000,66176.00000000,66709.55000000,65558.89000000,65652.00000000,5503.70728000,1721851199999
2024-07-25 04:00:00,1721851200000,65652.01000000,66066.66000000,65111.00000000,65376.00000000,3528.35227000,1721865599999
